   energy  -   continuous phase in rad for absorber
  l =           0
     13.5236     13.6721
  l =           1
     13.5236     14.8183
  l =           2
     13.5236      6.8443
  l =           3
     13.5236      1.4385
  l =           4
     13.5236      0.8087
