   energy  -   continuous phase in rad for absorber
  l =           0
     13.5236     13.6290
  l =           1
     13.5236     14.7964
  l =           2
     13.5236      6.8605
  l =           3
     13.5236      1.4365
  l =           4
     13.5236      0.8077
