    13.52360     3.70009  -0.02404    1    0   0.403466E+00-0.724390E+00   0.106261E+01
    13.52360     3.70009  -0.02404    1    1  -0.449228E+00-0.579745E+00   0.223003E+01
    13.52360     3.70009  -0.02404    1    2   0.108660E+00-0.707690E-01   0.577279E+00
    13.52360     3.70009  -0.02404    1    3   0.122287E+00-0.905104E+00   0.143650E+01
    13.52360     3.70009  -0.02404    1    4   0.396757E+00-0.414890E+00   0.807735E+00
    13.52360     3.70009  -0.02404    1    5   0.320443E+00-0.215402E+00   0.591824E+00
    13.52360     3.70009  -0.02404    1    6   0.228451E+00-0.123854E+00   0.496792E+00
    13.52360     3.70009  -0.02404    1    7   0.116991E+00-0.488370E-01   0.395451E+00
    13.52360     3.70009  -0.02404    1    8   0.402622E-01-0.137557E-01   0.329220E+00
    13.52360     3.70009  -0.02404    1    9   0.101127E-01-0.324030E-02   0.310082E+00
    13.52360     3.70009  -0.02404    1   10   0.198470E-02-0.646523E-03   0.314912E+00
    13.52360     3.70009  -0.02404    1   11   0.315038E-03-0.107080E-03   0.327644E+00
    13.52360     3.70009  -0.02404    2    0   0.422257E+00-0.681634E+00   0.101618E+01
    13.52360     3.70009  -0.02404    2    1  -0.434182E+00-0.638151E+00   0.216823E+01
    13.52360     3.70009  -0.02404    2    2   0.379329E-01-0.577389E-01   0.989535E+00
    13.52360     3.70009  -0.02404    2    3   0.130720E+00-0.901764E+00   0.142684E+01
    13.52360     3.70009  -0.02404    2    4   0.392973E+00-0.425564E+00   0.825194E+00
    13.52360     3.70009  -0.02404    2    5   0.306296E+00-0.200672E+00   0.579993E+00
    13.52360     3.70009  -0.02404    2    6   0.221273E+00-0.118455E+00   0.491513E+00
    13.52360     3.70009  -0.02404    2    7   0.127760E+00-0.569075E-01   0.419042E+00
    13.52360     3.70009  -0.02404    2    8   0.519332E-01-0.195964E-01   0.360820E+00
    13.52360     3.70009  -0.02404    2    9   0.153113E-01-0.538938E-02   0.338443E+00
    13.52360     3.70009  -0.02404    2   10   0.348532E-02-0.123661E-02   0.340949E+00
    13.52360     3.70009  -0.02404    2   11   0.637215E-03-0.235063E-03   0.353404E+00
    13.52360     3.70009  -0.02404    3    0   0.417567E+00-0.693733E+00   0.102897E+01
    13.52360     3.70009  -0.02404    3    1  -0.438816E+00-0.623401E+00   0.218414E+01
    13.52360     3.70009  -0.02404    3    2   0.563921E-01-0.602349E-01   0.818336E+00
    13.52360     3.70009  -0.02404    3    3   0.112391E+00-0.907515E+00   0.144758E+01
    13.52360     3.70009  -0.02404    3    4   0.395343E+00-0.436029E+00   0.834298E+00
    13.52360     3.70009  -0.02404    3    5   0.319614E+00-0.215410E+00   0.593040E+00
    13.52360     3.70009  -0.02404    3    6   0.235981E+00-0.130286E+00   0.504455E+00
    13.52360     3.70009  -0.02404    3    7   0.133278E+00-0.590231E-01   0.416898E+00
    13.52360     3.70009  -0.02404    3    8   0.513759E-01-0.186561E-01   0.348323E+00
    13.52360     3.70009  -0.02404    3    9   0.142714E-01-0.477979E-02   0.323179E+00
    13.52360     3.70009  -0.02404    3   10   0.306789E-02-0.103410E-02   0.325112E+00
    13.52360     3.70009  -0.02404    3   11   0.530934E-03-0.186090E-03   0.337116E+00
    13.52360     3.70009  -0.02404    4    0   0.423157E+00-0.684368E+00   0.101702E+01
    13.52360     3.70009  -0.02404    4    1  -0.435700E+00-0.634148E+00   0.217279E+01
    13.52360     3.70009  -0.02404    4    2   0.397141E-01-0.591275E-01   0.979339E+00
    13.52360     3.70009  -0.02404    4    3   0.126117E+00-0.902204E+00   0.143191E+01
    13.52360     3.70009  -0.02404    4    4   0.397661E+00-0.406540E+00   0.796439E+00
    13.52360     3.70009  -0.02404    4    5   0.309193E+00-0.205073E+00   0.585634E+00
    13.52360     3.70009  -0.02404    4    6   0.200677E+00-0.103674E+00   0.476857E+00
    13.52360     3.70009  -0.02404    4    7   0.912719E-01-0.363769E-01   0.379260E+00
    13.52360     3.70009  -0.02404    4    8   0.285459E-01-0.972080E-02   0.328216E+00
    13.52360     3.70009  -0.02404    4    9   0.666325E-02-0.219789E-02   0.318614E+00
    13.52360     3.70009  -0.02404    4   10   0.122665E-02-0.416291E-03   0.327177E+00
    13.52360     3.70009  -0.02404    5    0   0.424706E+00-0.676830E+00   0.101041E+01
    13.52360     3.70009  -0.02404    5    1  -0.432716E+00-0.643506E+00   0.216278E+01
    13.52360     3.70009  -0.02404    5    2   0.316097E-01-0.570861E-01   0.106510E+01
    13.52360     3.70009  -0.02404    5    3   0.136949E+00-0.899708E+00   0.141974E+01
    13.52360     3.70009  -0.02404    5    4   0.392470E+00-0.418122E+00   0.817034E+00
    13.52360     3.70009  -0.02404    5    5   0.301658E+00-0.195635E+00   0.575342E+00
    13.52360     3.70009  -0.02404    5    6   0.213335E+00-0.112690E+00   0.485974E+00
    13.52360     3.70009  -0.02404    5    7   0.120183E+00-0.529367E-01   0.414897E+00
    13.52360     3.70009  -0.02404    5    8   0.479613E-01-0.181091E-01   0.361029E+00
    13.52360     3.70009  -0.02404    5    9   0.139776E-01-0.497465E-02   0.341923E+00
    13.52360     3.70009  -0.02404    5   10   0.315514E-02-0.113726E-02   0.345952E+00
    13.52360     3.70009  -0.02404    5   11   0.572741E-03-0.214952E-03   0.359038E+00
