 energy -- xe (complex wv) -- vcon (real part ip)
   13.523600000000000             (3.7000912179989158,-2.40418133185666266E-002) -0.16649701272505602     

  -- absorber excited regular wf for all l -- 

  l=            0
   1.4402958245937678        (1.14360141803961351E-002,1.10607465607247841E-002)
   1.4636204533321284       (-7.65307547759662768E-003,1.05303679366752032E-002)
   1.4869450820704890       (-2.60810850946583891E-002,9.92441099123731081E-003)
   1.5102697108088496       (-4.37211970058765803E-002,9.24541318108239481E-003)
   1.5335943395472103       (-6.04578617928442363E-002,8.49669586258984186E-003)
   1.5569189682855709       (-7.61870598614635963E-002,7.68233561887015151E-003)
   1.5802435970239315       (-9.08165591271203748E-002,6.80713164968606028E-003)
   1.6035682257622921            (-0.10426572860182928,5.87652362766135240E-003)
   1.6268928545006527            (-0.11646590171644909,4.89656816171276082E-003)
   1.6502174832390133            (-0.12736025823274366,3.87387074430661869E-003)
   1.6735421119773739            (-0.13690375671681537,2.81551799095348465E-003)
   1.6968667407157345            (-0.14506291926649612,1.72899971537280000E-003)
   1.7201913694540951            (-0.15181568905245382,6.22146465591201080E-004)
   1.7435159981924557           (-0.15715120810823224,-4.96945362832076931E-004)
   1.7668406269308163           (-0.16106947408972985,-1.61999522359076867E-003)
   1.7901652556691769           (-0.16358107653625237,-2.73861481753707222E-003)
   1.8134898844075376           (-0.16470637727503648,-3.84437468345422270E-003)
   1.8368145131458982           (-0.16447548408852686,-4.92888480783622383E-003)
   1.8834637706226194           (-0.16011053585774854,-7.00125064241891460E-003)
   1.9301130280993406           (-0.15089914471602359,-8.89214404166203433E-003)
   1.9767622855760618           (-0.13737167873133191,-1.05430629609609347E-002)
   2.0234115430527830           (-0.12015525085528589,-1.19025176086062483E-002)
   2.0700608005295043      (-9.99513606472964417E-002,-1.29276649376944049E-002)
   2.1167100580062255      (-7.75128939604284584E-002,-1.35856645793057430E-002)
   2.1633593154829467      (-5.36207109486146818E-002,-1.38546295564963527E-002)
   2.2100085729596679      (-2.90622172620127253E-002,-1.37245583221871099E-002)
   2.2566578304363891      (-4.60794943560489251E-003,-1.31973734359448272E-002)
   2.3033070879131103       (1.90086620858677391E-002,-1.22869219318264347E-002)
   2.3499563453898316       (4.11099897778967813E-002,-1.10185759095216881E-002)
   2.3966056028665528       (6.10907612132021369E-002,-9.42846553882889342E-003)
   2.4432548603432740       (7.84320609135524399E-002,-7.56240662955776684E-003)
  l=            1
   7.2889464807377011E-004  (5.19615654825319254E-002,-1.77058458985674956E-003)
   1.4577892961475402E-003       (0.10286794859476504,-3.50521346222989333E-003)
   2.1866839442213105E-003       (0.15273516398331577,-5.20443183537023287E-003)
   2.9155785922950804E-003       (0.20157903377045489,-6.86877838257734727E-003)
